ImageName,Embedding
1_10748_u_5,"[[ 0.02662569  0.1286055  -0.16241041 ...  0.15975796 -0.03027653
  -0.09765152]
 [-0.007053    0.13562915 -0.16488391 ...  0.15241382 -0.06118213
  -0.10073301]
 [ 0.02091452  0.09424326 -0.03728565 ...  0.1601251  -0.06119023
   0.02216985]
 ...
 [-0.03910023  0.05760036 -0.07457159 ...  0.15027912 -0.03205913
  -0.08171782]
 [-0.01224815 -0.05651155 -0.01054491 ...  0.1183082   0.03096897
   0.00869261]
 [ 0.01090275 -0.03935781 -0.01641339 ...  0.13507944 -0.04053698
   0.00046638]]"
1_10748_u_6,"[[ 0.03998442  0.10386722 -0.15824425 ...  0.15208383  0.00148211
  -0.12459505]
 [-0.00260644  0.13566889 -0.16895661 ...  0.1655371  -0.03965016
  -0.1164318 ]
 [ 0.00862348  0.11857547 -0.06619076 ...  0.18198042 -0.06313509
  -0.01413263]
 ...
 [-0.03481377  0.02251619 -0.06016152 ...  0.1434645  -0.01753426
  -0.05628846]
 [-0.0036463  -0.06282017 -0.00055414 ...  0.11371212  0.04252482
   0.01366339]
 [ 0.01927768 -0.0716493   0.00133861 ...  0.12386416 -0.0256834
   0.0134998 ]]"
1_10748_u_7,"[[ 0.05901641  0.05127346 -0.15098998 ...  0.11156124  0.02381345
  -0.12321349]
 [ 0.01272755  0.11843544 -0.17525977 ...  0.16020964 -0.04141299
  -0.12025952]
 [ 0.00971178  0.07959285 -0.07388032 ...  0.17295304 -0.04715275
  -0.03648787]
 ...
 [-0.04238572  0.04083751 -0.07396232 ...  0.16124158 -0.01843001
  -0.0690273 ]
 [-0.02017257  0.00196881 -0.02618255 ...  0.14001077  0.02506311
  -0.01004115]
 [-0.00220231 -0.01365727 -0.02870492 ...  0.13620216 -0.00639368
  -0.01080647]]"
1_10748_u_8,"[[ 0.04991567  0.02427585 -0.13746792 ...  0.09003189  0.00951634
  -0.1143627 ]
 [ 0.02590255  0.11289744 -0.19370624 ...  0.15753023 -0.05869042
  -0.13574468]
 [-0.00307247  0.02911312 -0.05336757 ...  0.1489265  -0.05131162
  -0.02631513]
 ...
 [-0.03829936  0.08682361 -0.11402795 ...  0.18367861 -0.02655875
  -0.0976401 ]
 [-0.03140191  0.05912359 -0.06320615 ...  0.16748865  0.00418648
  -0.04834073]
 [-0.00791012  0.03699847 -0.07432007 ...  0.15125754 -0.02001142
  -0.04991801]]"
1_10748_u_9,"[[ 0.01707765  0.09576613 -0.14861879 ...  0.15330489 -0.01862899
  -0.11195782]
 [ 0.02589922  0.11884522 -0.19614196 ...  0.17422222 -0.04162296
  -0.1402669 ]
 [-0.03534042  0.09033197 -0.08614992 ...  0.17484392 -0.0414808
  -0.04409238]
 ...
 [-0.03531953  0.109725   -0.13414782 ...  0.19761543 -0.03829638
  -0.10688688]
 [-0.05251343  0.07741103 -0.0654349  ...  0.19136144 -0.01209428
  -0.04935429]
 [-0.00851276  0.01424317 -0.05286187 ...  0.14681385 -0.01595329
  -0.03059022]]"
1_10797_u_1,"[[ 0.09317803  0.08157833 -0.11135954 ...  0.04698728  0.03408591
  -0.06605487]
 [ 0.04985559  0.12947166 -0.17489152 ...  0.18733843 -0.05573455
  -0.10504084]
 [-0.00148566  0.15068923 -0.15053216 ...  0.22031654 -0.04428984
  -0.07942385]
 ...
 [ 0.03110145  0.17322175 -0.24955504 ...  0.24512887 -0.08394875
  -0.12977481]
 [ 0.00269212  0.16259153 -0.1818139  ...  0.24169505 -0.05373968
  -0.10087343]
 [-0.01376598  0.19444875 -0.19866186 ...  0.25719798 -0.0486061
  -0.1372452 ]]"
1_10797_u_2,"[[ 0.00258957  0.1669461  -0.18771178 ...  0.26263297 -0.05839566
  -0.09948788]
 [-0.00810467  0.1759675  -0.19745405 ...  0.25666925 -0.0624076
  -0.11602557]
 [-0.01813163  0.16085666 -0.18893814 ...  0.25004873 -0.06568877
  -0.10172526]
 ...
 [ 0.05095046  0.17517972 -0.2815926  ...  0.2429051  -0.09097046
  -0.15587083]
 [ 0.00342638  0.19310816 -0.24264902 ...  0.26770854 -0.08256648
  -0.13488397]
 [-0.01158912  0.20775135 -0.23254704 ...  0.28687847 -0.05786081
  -0.14181884]]"
1_10797_u_3,"[[ 0.01839332  0.15776709 -0.20723942 ...  0.23211685 -0.04852111
  -0.13635287]
 [ 0.02381724  0.17699693 -0.24284005 ...  0.23751974 -0.05695799
  -0.17316239]
 [-0.01625974  0.16434452 -0.20357299 ...  0.25026155 -0.07291794
  -0.1158294 ]
 ...
 [ 0.04287476  0.16981761 -0.26620573 ...  0.24095723 -0.06023182
  -0.1539575 ]
 [ 0.01212298  0.16661865 -0.22000027 ...  0.23948249 -0.04324771
  -0.1341789 ]
 [-0.00081736  0.19829811 -0.23935843 ...  0.26877174 -0.05439718
  -0.14032668]]"
1_10797_u_4,"[[ 0.04457771  0.08751857 -0.07916973 ...  0.16429046 -0.00855443
  -0.03674915]
 [ 0.06601525  0.12289776 -0.176307   ...  0.18092127 -0.01303319
  -0.14646173]
 [ 0.02266217  0.1251183  -0.1518465  ...  0.22018163 -0.05060223
  -0.10139911]
 ...
 [ 0.01116854  0.1739817  -0.18231732 ...  0.24413934 -0.04270823
  -0.1319054 ]
 [-0.00212148  0.19240569 -0.22006169 ...  0.27009237 -0.07681048
  -0.12562895]
 [ 0.01566365  0.19452225 -0.23487079 ...  0.25646764 -0.07266474
  -0.16152325]]"
1_10810_u_1,"[[-0.04286531  0.21313745 -0.21123812 ...  0.28678396 -0.15280809
  -0.09692147]
 [-0.06344542  0.21579711 -0.19660246 ...  0.30123222 -0.12404642
  -0.10212376]
 [-0.08277497  0.21612096 -0.1755315  ...  0.3156545  -0.13032262
  -0.07462007]
 ...
 [-0.02711102  0.1828623  -0.17222422 ...  0.249724   -0.03317815
  -0.13775986]
 [-0.01966884  0.16763552 -0.16156492 ...  0.24066696 -0.03276463
  -0.1281284 ]
 [-0.05995794  0.21618955 -0.18056515 ...  0.28633392 -0.06750582
  -0.12390905]]"
1_10810_u_2,"[[-0.05008372  0.24736062 -0.23700806 ...  0.30198568 -0.18406379
  -0.12885004]
 [-0.04789701  0.23578764 -0.23865837 ...  0.29723433 -0.14795429
  -0.12031907]
 [-0.07588448  0.25685948 -0.22038099 ...  0.32756144 -0.18190108
  -0.1100243 ]
 ...
 [-0.03967849  0.20159929 -0.17922828 ...  0.27513897 -0.04064972
  -0.14435172]
 [-0.03602672  0.19347171 -0.17349663 ...  0.2642072  -0.04688745
  -0.13692442]
 [-0.04644402  0.21085423 -0.18040583 ...  0.27271613 -0.05838962
  -0.13391668]]"
1_10810_u_3,"[[-0.05020092  0.20988914 -0.20001179 ...  0.29647917 -0.12997788
  -0.09404603]
 [-0.05426924  0.1971128  -0.18214151 ...  0.26536894 -0.12216841
  -0.055542  ]
 [-0.0619368   0.22866037 -0.19967082 ...  0.30337247 -0.16113845
  -0.09077542]
 ...
 [-0.03204295  0.19570105 -0.16655028 ...  0.25413096 -0.02503381
  -0.1480377 ]
 [-0.03963976  0.18558879 -0.1719965  ...  0.2613447  -0.068848
  -0.12132605]
 [-0.04904077  0.22081864 -0.19595122 ...  0.27748403 -0.07960406
  -0.13463177]]"
1_10810_u_4,"[[-0.02738023  0.23097591 -0.24240392 ...  0.2731804  -0.17532484
  -0.13436739]
 [-0.04717043  0.23359334 -0.2332559  ...  0.28227797 -0.14155558
  -0.12504254]
 [-0.05603178  0.23312317 -0.19661981 ...  0.2998944  -0.15901211
  -0.10555582]
 ...
 [-0.01857598  0.1962869  -0.17555112 ...  0.2510518  -0.0292919
  -0.15470228]
 [-0.00899992  0.19079581 -0.19409555 ...  0.24991217 -0.05233307
  -0.16056332]
 [-0.01597491  0.19088687 -0.16779727 ...  0.24428764 -0.02665804
  -0.14677644]]"
1_10810_u_5,"[[-0.0459888   0.2230868  -0.22421336 ...  0.27916542 -0.14413679
  -0.10385329]
 [-0.04766791  0.19407234 -0.18783838 ...  0.25000402 -0.12231901
  -0.06476258]
 [-0.05444335  0.2406102  -0.1902568  ...  0.30162835 -0.181014
  -0.0868824 ]
 ...
 [-0.01666351  0.19314238 -0.16357908 ...  0.24074543 -0.01364877
  -0.15732238]
 [-0.02348967  0.18166819 -0.174368   ...  0.24822617 -0.05981062
  -0.13889205]
 [-0.03383592  0.21765383 -0.19541106 ...  0.2634236  -0.07942459
  -0.14485309]]"
1_10810_u_6,"[[-0.00295873  0.21121582 -0.27855688 ...  0.2851049  -0.11933957
  -0.16950925]
 [ 0.0355735   0.17847161 -0.25023738 ...  0.23996428 -0.13195935
  -0.18289734]
 [ 0.07204268  0.17368804 -0.2748155  ...  0.21639636 -0.08880192
  -0.22119798]
 ...
 [ 0.07498921  0.16108386 -0.20442057 ...  0.18415233 -0.04623764
  -0.20064662]
 [ 0.18571475  0.13480623 -0.2535198  ...  0.06199971 -0.00974743
  -0.2739701 ]
 [ 0.19696188  0.09481321 -0.2309415  ...  0.04558558 -0.05807206
  -0.27933595]]"
1_10829_u_1,"[[ 0.03782263  0.1544951  -0.09377081 ...  0.2127916   0.07213863
  -0.09950735]
 [ 0.13783947  0.12187611  0.00966231 ...  0.23355648  0.14493053
   0.02810883]
 [-0.01403758  0.19494763 -0.09880296 ...  0.24160513  0.00692009
  -0.0726987 ]
 ...
 [ 0.00039518  0.13187124 -0.07135934 ...  0.19316301  0.07091235
  -0.06899963]
 [-0.0383232   0.1830116  -0.12459504 ...  0.25071824  0.01631739
  -0.11218741]
 [-0.04803296  0.1833519  -0.11525298 ...  0.26203611  0.01102815
  -0.09091975]]"
1_10829_u_2,"[[ 0.00154423  0.14236292 -0.08057018 ...  0.19888346  0.05949498
  -0.08008069]
 [ 0.06740423  0.0925782   0.00455558 ...  0.20103079  0.11827669
   0.03110547]
 [-0.03142157  0.20304874 -0.12173009 ...  0.24286073 -0.03191088
  -0.08361506]
 ...
 [-0.05082824  0.14240435 -0.07963367 ...  0.22634374 -0.00288572
  -0.05715571]
 [-0.06205509  0.18966381 -0.13326883 ...  0.28715074 -0.04433505
  -0.07506947]
 [-0.05543375  0.19252981 -0.14202961 ...  0.28232524 -0.02585083
  -0.10575743]]"
1_10829_u_3,"[[ 0.0337767   0.16494419 -0.09995814 ...  0.21039346  0.069658
  -0.09839461]
 [-0.00609171  0.19491345 -0.16595992 ...  0.20662552 -0.02074932
  -0.12940551]
 [-0.02338491  0.20284516 -0.13423043 ...  0.2398625   0.0022605
  -0.11615916]
 ...
 [ 0.0193452   0.1534104  -0.21122545 ...  0.19868214 -0.0572178
  -0.14610282]
 [-0.01523611  0.15958865 -0.17279026 ...  0.22541034 -0.04833034
  -0.11464971]
 [ 0.00884638  0.12987636 -0.1381183  ...  0.15930405  0.00132536
  -0.11828695]]"
1_10829_u_4,"[[ 0.18311347  0.03976185  0.13631135 ...  0.03963068 -0.23773351
  -0.03995787]
 [ 0.07156633 -0.0042305   0.12052598 ...  0.0169705  -0.13300578
   0.07142287]
 [ 0.1764489   0.18807833  0.08797548 ...  0.11291243 -0.1016821
  -0.03695646]
 ...
 [ 0.21420173  0.13531047  0.0923515  ...  0.08953688 -0.21246615
  -0.00929203]
 [ 0.17216659  0.14330871  0.06070884 ...  0.11885396 -0.19800642
   0.03998697]
 [ 0.21745284  0.16572969  0.08177665 ...  0.11645794 -0.25012153
  -0.03619266]]"
1_10829_u_5,"[[ 0.28715816  0.2331235   0.09922504 ...  0.1853052  -0.22280236
  -0.12527964]
 [ 0.27494353  0.23704948  0.09207962 ...  0.16615182 -0.19734469
  -0.11197089]
 [ 0.12013954  0.17165984  0.01513045 ...  0.15916114 -0.12991126
  -0.00343523]
 ...
 [ 0.23367207  0.2579368   0.06376185 ...  0.13392815 -0.16668692
  -0.10623413]
 [ 0.17055671  0.26905334 -0.01342088 ...  0.1668823  -0.1834243
  -0.08619101]
 [ 0.24984452  0.26773095  0.05904356 ...  0.16462582 -0.22969797
  -0.11625095]]"
1_10829_u_6,"[[ 0.10327552 -0.07321514  0.14373007 ...  0.05527487 -0.17014253
   0.11449955]
 [ 0.0916896   0.00906205  0.02488407 ...  0.09899384 -0.17555033
   0.03920737]
 [ 0.12384173 -0.07834356  0.11663277 ...  0.03644308 -0.20220846
   0.07022743]
 ...
 [ 0.08281502  0.13901511  0.02011636 ...  0.16476074 -0.1749185
   0.06541834]
 [ 0.13535042  0.22147371  0.04031981 ...  0.20098943 -0.06910697
   0.02826444]
 [ 0.08237925  0.07607165  0.08017609 ...  0.17437    -0.10222617
   0.14196594]]"
1_10849_u_1,"[[-0.04189739  0.18806286 -0.18572587 ...  0.26261756 -0.06737591
  -0.14073706]
 [-0.0568716   0.20489727 -0.19752595 ...  0.28392902 -0.08332828
  -0.13150294]
 [-0.00307887  0.19312105 -0.19946107 ...  0.25847998 -0.07279679
  -0.15658578]
 ...
 [ 0.00320992  0.22402017 -0.19919923 ...  0.281997   -0.158723
  -0.1318563 ]
 [-0.0056281   0.21386419 -0.21781108 ...  0.27229506 -0.07676351
  -0.1617698 ]
 [ 0.05940555  0.15406153 -0.2443203  ...  0.19683659 -0.10126373
  -0.17873973]]"
1_10849_u_2,"[[-0.03947004  0.18696381 -0.1812785  ...  0.258704   -0.062123
  -0.1404635 ]
 [-0.05696935  0.20390522 -0.19331452 ...  0.28254575 -0.07991561
  -0.12957998]
 [ 0.00269429  0.18476428 -0.18812221 ...  0.24751052 -0.06183109
  -0.16124295]
 ...
 [ 0.00218362  0.21897821 -0.19620132 ...  0.28299326 -0.17427778
  -0.12719373]
 [-0.01270258  0.21122317 -0.22891119 ...  0.28171492 -0.10268795
  -0.14462622]
 [ 0.04886271  0.15033363 -0.23077881 ...  0.20165977 -0.1075166
  -0.16077891]]"
1_10849_u_3,"[[-0.0343182   0.15931363 -0.06253305 ...  0.23765275  0.02580666
  -0.06195262]
 [-0.01172843  0.15520495 -0.06684679 ...  0.22749373  0.02051333
  -0.07213113]
 [-0.07203217  0.19348378 -0.12573084 ...  0.2826233  -0.02580967
  -0.10378647]
 ...
 [-0.02532125  0.18679926 -0.15803495 ...  0.25657296 -0.00467483
  -0.14223172]
 [-0.00882153  0.19335671 -0.19365084 ...  0.2533674  -0.03113298
  -0.15754238]
 [-0.02011493  0.19423224 -0.17854878 ...  0.24585113 -0.03684112
  -0.14060675]]"
1_10853_u_1,"[[ 0.00393798  0.17436767 -0.22854716 ...  0.23741382 -0.0633387
  -0.15959045]
 [ 0.11371163  0.11510862 -0.26828596 ...  0.14116132 -0.07422252
  -0.22295499]
 [ 0.01015082  0.17844374 -0.248274   ...  0.2504531  -0.08910728
  -0.16749322]
 ...
 [-0.04285224  0.22787671 -0.2405703  ...  0.29833072 -0.08525398
  -0.14715877]
 [-0.04984591  0.23650627 -0.24560961 ...  0.30409053 -0.09888291
  -0.14527896]
 [-0.01736783  0.2034737  -0.23197934 ...  0.26168278 -0.07169305
  -0.157829  ]]"
1_10853_u_2,"[[ 0.2738884  -0.03715323 -0.05350596 ... -0.05196011 -0.14188217
  -0.33637506]
 [ 0.21468024 -0.00943405 -0.01070881 ... -0.02729515 -0.01401857
  -0.20849633]
 [ 0.10051105 -0.11606784 -0.01563362 ...  0.09708011  0.05136565
  -0.09797827]
 ...
 [-0.05551009  0.18681277 -0.12153284 ...  0.24214137  0.00478139
  -0.12624308]
 [ 0.0192885   0.10664885 -0.15083095 ...  0.11785693 -0.00418942
  -0.15286538]
 [ 0.03814007  0.13990438 -0.18070072 ...  0.17293668 -0.00475154
  -0.17739521]]"
1_10853_u_3,"[[ 0.03892765  0.1430358  -0.20889851 ...  0.17323376 -0.05083895
  -0.17121205]
 [ 0.02960374  0.11277902 -0.15185302 ...  0.14529115  0.00148552
  -0.15112205]
 [ 0.04305441  0.04260983 -0.14965072 ...  0.09951679 -0.01380433
  -0.15947649]
 ...
 [-0.02586057  0.18441604 -0.19135055 ...  0.25323588 -0.05340031
  -0.15332808]
 [-0.02620681  0.17428586 -0.18353155 ...  0.23747739 -0.039503
  -0.15753925]
 [-0.0165889   0.19329104 -0.2083995  ...  0.24663049 -0.05628021
  -0.16877817]]"
1_10857_u_1,"[[ 0.07728431  0.16953172 -0.2636825  ...  0.20484273 -0.05112467
  -0.23896255]
 [-0.00067962  0.2097884  -0.24200432 ...  0.2610282  -0.08292623
  -0.1784404 ]
 [ 0.10472182  0.1577545  -0.2125705  ...  0.1772361  -0.01123697
  -0.23316483]
 ...
 [ 0.04304518  0.17120267 -0.20057243 ...  0.20866556 -0.02310053
  -0.19486506]
 [ 0.02241335  0.18295161 -0.23192652 ...  0.22560823 -0.04898534
  -0.19698793]
 [ 0.03326162  0.17772412 -0.22366531 ...  0.20849924 -0.07080176
  -0.19866355]]"
1_10857_u_2,"[[ 0.02986     0.1969565  -0.2421879  ...  0.24569102 -0.05417946
  -0.20737259]
 [-0.02540409  0.21744847 -0.2089774  ...  0.27113804 -0.06654443
  -0.15895937]
 [ 0.13483395  0.18185593 -0.17900844 ...  0.15243798  0.00958786
  -0.22237046]
 ...
 [ 0.02602463  0.17455305 -0.17231399 ...  0.22010618  0.00645874
  -0.1774294 ]
 [-0.01187515  0.19798397 -0.21126084 ...  0.24992184 -0.04538711
  -0.1707234 ]
 [ 0.01156981  0.17638956 -0.20314844 ...  0.22183804 -0.04441801
  -0.17760478]]"
1_10857_u_3,"[[ 0.0492359   0.07167935 -0.16158071 ...  0.13734351 -0.01886781
  -0.15434441]
 [ 0.0168667   0.06805158 -0.05737915 ...  0.16506256  0.00222589
  -0.0574826 ]
 [ 0.00720076  0.1665509  -0.1971609  ...  0.21990925 -0.06204037
  -0.17156218]
 ...
 [ 0.01474541  0.10370189 -0.1221773  ...  0.14644592 -0.00032084
  -0.1320638 ]
 [ 0.02740806  0.14483437 -0.19124052 ...  0.17951223 -0.03004996
  -0.16654602]
 [ 0.01614526  0.12600069 -0.17279318 ...  0.1762547  -0.01806247
  -0.1491614 ]]"
1_10857_u_4,"[[ 0.13395555  0.17932846 -0.13497064 ...  0.15000021  0.03660528
  -0.17287473]
 [ 0.05658726  0.1936004  -0.20933394 ...  0.20619594 -0.04285839
  -0.21075837]
 [ 0.15261619  0.17545092 -0.14756384 ...  0.16061169  0.08808956
  -0.17556687]
 ...
 [ 0.05853551  0.16940315 -0.17118537 ...  0.20126872  0.02138083
  -0.18309247]
 [-0.0147627   0.19058992 -0.20572138 ...  0.23820703 -0.0509981
  -0.17994696]
 [ 0.0330109   0.18687041 -0.21771736 ...  0.22837444 -0.07955129
  -0.18507056]]"
1_10859_u_1,"[[ 9.2254892e-02  1.3238317e-01 -2.4932924e-01 ...  1.6901127e-01
  -8.1748858e-02 -1.7688313e-01]
 [ 1.3665202e-01  7.1029842e-02 -2.4225238e-01 ...  9.7290546e-02
  -4.0693097e-02 -2.1065617e-01]
 [ 1.8122265e-01  7.4591979e-02 -2.3531213e-01 ...  8.3379254e-02
  -5.8185305e-02 -2.1132061e-01]
 ...
 [ 1.2064870e-02  1.5709025e-01 -2.0558703e-01 ...  2.3304388e-01
  -6.7979634e-02 -1.2729530e-01]
 [-3.2130022e-02  1.8543592e-01 -2.1023998e-01 ...  2.6503813e-01
  -1.0827750e-01 -1.0374125e-01]
 [ 1.9063801e-04  1.8979442e-01 -2.3454142e-01 ...  2.7015778e-01
  -1.0989010e-01 -1.2207697e-01]]"
1_10890_u_1,"[[ 0.00429732  0.14239286 -0.18978554 ...  0.19040635 -0.03460127
  -0.16184291]
 [-0.06777902  0.14264256 -0.13357252 ...  0.21790953 -0.04636765
  -0.11227874]
 [-0.03065477  0.20247035 -0.24510673 ...  0.25715926 -0.10456856
  -0.14141707]
 ...
 [-0.01287754  0.18316542 -0.19634253 ...  0.25128707 -0.09066449
  -0.12361736]
 [ 0.0634084   0.14557639 -0.24397531 ...  0.18194626 -0.04520586
  -0.17519225]
 [-0.02089122  0.18980058 -0.19356352 ...  0.26329586 -0.05844912
  -0.13420665]]"
1_10890_u_2,"[[-0.0689647   0.17323183 -0.15671843 ...  0.27328247 -0.07578389
  -0.0963425 ]
 [-0.0952947   0.19736414 -0.16215631 ...  0.29745194 -0.07740167
  -0.09543105]
 [-0.0470272   0.22402309 -0.22777942 ...  0.2932001  -0.08862297
  -0.13148731]
 ...
 [-0.04319536  0.1896098  -0.1689539  ...  0.28839815 -0.06131748
  -0.10632344]
 [ 0.00618308  0.20300147 -0.25737366 ...  0.26988098 -0.06687336
  -0.17016402]
 [-0.01147037  0.19551623 -0.22479838 ...  0.26260552 -0.044853
  -0.16825189]]"
1_10890_u_3,"[[ 0.2641968   0.0405761  -0.1039389  ... -0.00307809 -0.18442512
  -0.37168673]
 [ 0.28607363  0.07763384 -0.10922092 ... -0.01607852 -0.15675528
  -0.39817402]
 [ 0.25146586  0.06584358 -0.08217999 ... -0.02367759 -0.09627604
  -0.3609393 ]
 ...
 [-0.00464646  0.20490819 -0.2392914  ...  0.23833409 -0.16331539
  -0.12537818]
 [ 0.03390528  0.09847136 -0.1268945  ...  0.16194728 -0.07574406
  -0.0495713 ]
 [ 0.03344205  0.13623895 -0.20461789 ...  0.16531882 -0.11964306
  -0.10969874]]"
1_10977_u_1,"[[-0.04312066  0.18013595 -0.1798369  ...  0.28103024 -0.10249712
  -0.08903518]
 [-0.04388427  0.18596125 -0.1897755  ...  0.28279108 -0.08965816
  -0.11233331]
 [-0.04753117  0.19871095 -0.16616562 ...  0.2980147  -0.11456496
  -0.09873359]
 ...
 [ 0.02375947  0.18229732 -0.21676497 ...  0.26244715 -0.08447418
  -0.16563444]
 [ 0.04610064  0.18811445 -0.24518833 ...  0.25676376 -0.0996972
  -0.18255813]
 [ 0.02206104  0.16838273 -0.25157204 ...  0.25949675 -0.09065893
  -0.16683078]]"
1_10977_u_2,"[[-0.06611182  0.19999416 -0.18221176 ...  0.29597083 -0.10510176
  -0.09243298]
 [-0.06480381  0.20226724 -0.18017393 ...  0.29914305 -0.0912766
  -0.11871408]
 [-0.05903063  0.2084682  -0.17745185 ...  0.30469733 -0.10684156
  -0.09746262]
 ...
 [ 0.02043166  0.18989389 -0.2685018  ...  0.25636655 -0.09340738
  -0.18572688]
 [ 0.00939665  0.19532278 -0.25290936 ...  0.2698032  -0.0802733
  -0.17273402]
 [ 0.02248055  0.18118428 -0.25365308 ...  0.2530116  -0.06207504
  -0.18791908]]"
1_11006_u_1,"[[ 0.09539579  0.11652264  0.01265079 ...  0.15531936  0.07805248
   0.00577775]
 [ 0.1732561   0.12851052  0.04360666 ...  0.2032927   0.13702959
   0.02103573]
 [-0.014136    0.15779975 -0.1281333  ...  0.21933806 -0.01761482
  -0.09547713]
 ...
 [ 0.2240903  -0.08910325 -0.15125653 ...  0.01613374 -0.08639146
  -0.23603025]
 [ 0.13617776 -0.05902315 -0.09837613 ...  0.02435782 -0.08973631
  -0.20502552]
 [ 0.26139882 -0.11898199 -0.08770531 ... -0.02283874 -0.14273953
  -0.29354733]]"
1_11006_u_2,"[[ 0.06383777  0.08119956 -0.13043314 ...  0.14183667 -0.04129507
  -0.05215848]
 [ 0.24731533  0.04789088 -0.0940192  ...  0.00208789 -0.18121657
  -0.37413046]
 [ 0.26093093  0.03970413 -0.11949594 ...  0.00165699 -0.16842201
  -0.37137413]
 ...
 [ 0.23359694 -0.13071004 -0.12969995 ...  0.01007567 -0.07638437
  -0.21284989]
 [ 0.11687613 -0.00903103 -0.15579739 ...  0.06303504 -0.00506158
  -0.16650558]
 [ 0.33215907 -0.11520647 -0.04328226 ... -0.06518135 -0.26986912
  -0.40507367]]"
1_11021_u_1,"[[-0.01872425  0.22234662 -0.2503983  ...  0.27045336 -0.0892286
  -0.16386887]
 [ 0.00821825  0.2035631  -0.27564633 ...  0.23230144 -0.10871619
  -0.18976705]
 [-0.0189559   0.24636336 -0.27134296 ...  0.2791873  -0.11403355
  -0.16692775]
 ...
 [-0.04612016  0.1913711  -0.17110518 ...  0.27473113 -0.07488659
  -0.07605445]
 [-0.02687835  0.22741272 -0.21380374 ...  0.28436208 -0.08565885
  -0.10758366]
 [-0.03321371  0.22491099 -0.22228834 ...  0.29624948 -0.0900209
  -0.1033984 ]]"
1_11021_u_2,"[[-0.03086221  0.22838001 -0.21458825 ...  0.26760888 -0.07233332
  -0.17388758]
 [-0.041782    0.22441459 -0.2384898  ...  0.26288268 -0.09402098
  -0.1692459 ]
 [-0.00663994  0.22776578 -0.25247097 ...  0.2594962  -0.09241833
  -0.18440783]
 ...
 [-0.03841336  0.16687725 -0.15450865 ...  0.25882345 -0.05736921
  -0.08963761]
 [-0.04903448  0.21951827 -0.18791118 ...  0.29466832 -0.06444551
  -0.11028334]
 [-0.0334984   0.20186508 -0.16595918 ...  0.2662133  -0.03163997
  -0.13081849]]"
1_11021_u_3,"[[-0.04315095  0.20956442 -0.22025222 ...  0.2780872  -0.07831165
  -0.14929116]
 [-0.02851798  0.22403131 -0.24471304 ...  0.28090805 -0.08681117
  -0.15647712]
 [-0.05239191  0.20098472 -0.19965234 ...  0.28960901 -0.08365259
  -0.11976581]
 ...
 [-0.00847849  0.17126466 -0.19544211 ...  0.25376973 -0.05074303
  -0.11218875]
 [-0.03453858  0.18673795 -0.18438026 ...  0.27195615 -0.05783634
  -0.10148276]
 [-0.03469034  0.19669352 -0.20793682 ...  0.26912573 -0.06777756
  -0.1165328 ]]"
1_11042_u_1,"[[-0.06535949  0.19618206 -0.16919537 ...  0.2878364  -0.1021795
  -0.09691413]
 [-0.05321223  0.15771028 -0.11959982 ...  0.25741217 -0.07116875
  -0.07730944]
 [-0.05133189  0.17338239 -0.09947974 ...  0.2628276  -0.08395872
  -0.06973937]
 ...
 [ 0.05210866  0.1207212  -0.10859331 ...  0.17410742  0.0751968
  -0.12884507]
 [-0.00518903  0.1463593  -0.12260795 ...  0.19964992 -0.0059191
  -0.13791235]
 [ 0.02805427  0.12203109 -0.16236049 ...  0.17618291 -0.00522647
  -0.15337832]]"
